Username,Timestamp,location,device
veritas1960,2020-07-11 09:25:53+00:00,,Android
johnpringdns,2020-07-11 09:25:53+00:00,"London, England",Android
FoundationLadli,2020-07-11 09:25:53+00:00,"New Delhi, India",Mobile device
kalinga,2020-07-11 09:25:53+00:00,Sri Lanka,Android
Apsg10268435,2020-07-11 09:25:54+00:00,,Android
lauren_alexis94,2020-07-11 09:25:55+00:00,"Austin, TX",iPhone
rigbyann,2020-07-11 09:25:55+00:00,Sweden,iPad
Ryan_Travis,2020-07-11 09:25:56+00:00,"Tampa Bay, Florida",Android
diksha_www,2020-07-11 09:25:56+00:00,"Chhapra, Bihar, India🇮🇳",Android
HarshawardhanC4,2020-07-11 09:25:57+00:00,,Android
vivekraistpi,2020-07-11 09:25:57+00:00,,Android
M_pandit007,2020-07-11 09:25:57+00:00,indore,Android
wopq0sb9G3K32HO,2020-07-11 09:25:57+00:00,,Android
dinesh_pal95,2020-07-11 09:25:58+00:00,,Android
SimonTemplar008,2020-07-11 09:26:00+00:00,South Africa,iPhone
MhzKhenny,2020-07-11 09:26:00+00:00,,Android
HarshawardhanC4,2020-07-11 09:26:00+00:00,,Android
Srenlors,2020-07-11 09:26:01+00:00,,Android
mishra_prastav,2020-07-11 09:25:57+00:00,"Bengaluru, India",Android
veritas1960,2020-07-11 09:26:01+00:00,,Android
vvictorman_uel,2020-07-11 09:26:01+00:00,Lenapehoking,iPhone
dfelips1,2020-07-11 09:26:02+00:00,"Coimbatore, India",iPhone
SonBalveer,2020-07-11 09:26:02+00:00,"Khandari, Agra",Android
nirutiva1806,2020-07-11 09:26:02+00:00,,Android
El_0_M,2020-07-11 09:26:02+00:00,USA,Android
LeedsAlumni,2020-07-11 09:26:02+00:00,Leeds,-
BywNawr,2020-07-11 09:26:02+00:00,Wales / Cymru,Android
traceycampton,2020-07-11 09:26:02+00:00,"Bangor, Northern Ireland",iPhone
JSavoly,2020-07-11 09:26:03+00:00,Right behind you ,iPhone
JoRigg123,2020-07-11 09:26:04+00:00,Cumbria,Android
ASSOCHAM4India,2020-07-11 09:26:04+00:00,"New Delhi, India",Android
harish504,2020-07-11 09:26:05+00:00,bangalore,Android
communitycareug,2020-07-11 09:26:05+00:00,"Masaka, Uganda",Mobile device
NaattuVarthakal,2020-07-11 09:26:06+00:00,കേരളം,-
gizmotastic,2020-07-11 09:26:06+00:00,"Newport, TN",-
aasantos61,2020-07-11 09:26:06+00:00,"Ananindeua, Brasil",Android
cgtiscali,2020-07-11 09:26:06+00:00,Scotland,Android
cincincamp,2020-07-11 09:26:06+00:00,Cape town,Android
GiftsConsultant,2020-07-11 09:26:06+00:00,,-
KishoreSuna,2020-07-11 09:26:07+00:00,"At-singpali, po-muribahal, dis",Mobile device
TalktoBeverley,2020-07-11 09:26:08+00:00,"Whitley Bay, England",Mobile device
ASHISH22957483,2020-07-11 09:26:08+00:00,,Android
live_with_covid,2020-07-11 09:26:12+00:00,,-
LaurenSorkin18,2020-07-11 09:26:12+00:00,Singapore,iPhone
startmytrading,2020-07-11 09:26:12+00:00,,-
jacquep,2020-07-11 09:26:12+00:00,"North Yorkshire, UK",Android
Bittu_Pal1981,2020-07-11 09:26:12+00:00,Qatar,iPhone
docwho23,2020-07-11 09:26:13+00:00,,iPhone
Humanity_2243,2020-07-11 09:26:13+00:00,,Android
Tomas_Lukis,2020-07-11 09:26:13+00:00,"Leeds, England",Android
northofcam,2020-07-11 09:26:13+00:00,,Android
SumitPrakash55,2020-07-11 09:26:13+00:00,"Purnea , Bihar",Android
jpr1312,2020-07-11 09:26:14+00:00,,iPad
totocentre,2020-07-11 09:26:14+00:00,"Lamu, Kenya",Android
BaaghiTV,2020-07-11 09:26:15+00:00,Pakistan,Mobile device
notoriously_lee,2020-07-11 09:26:15+00:00,"England, United Kingdom",Android
manji031,2020-07-11 09:26:17+00:00,"Patna, India",Android
SeafarersWeek,2020-07-11 09:26:17+00:00,UK,Mobile device
omersajj,2020-07-11 09:26:18+00:00,India,Mobile device
baindada_lokesh,2020-07-11 09:26:19+00:00,"Jaipur, India",Android
Rajpednekar18,2020-07-11 09:26:20+00:00,,Mobile device
rambo56089743,2020-07-11 09:26:20+00:00,,iPhone
patientsafe3,2020-07-11 09:26:21+00:00,,iPad
MadhavanMukund,2020-07-11 09:26:22+00:00,"Mysore, India",Android
Forsterjunior,2020-07-11 09:26:23+00:00,,Android
mondernantiqui1,2020-07-11 09:26:23+00:00,"Seattle, Wa",Mobile device
iori64531,2020-07-11 09:26:24+00:00,Japan,iPhone
pnkrckgirl1,2020-07-11 09:26:25+00:00,"Arizona, USA",iPhone
Iamashisbose,2020-07-11 09:26:25+00:00,"Sundargarh, Odisha, India",Android
Vivek31576081,2020-07-11 09:26:25+00:00,NEW DELHI INDIA ,Android
Classicgoldtb,2020-07-11 09:26:25+00:00,"New Delhi, India",Mobile device
DrLauraKittel,2020-07-11 09:26:26+00:00,"Perth, Western Australia",Android
Dineshmahajans2,2020-07-11 09:26:26+00:00,"उत्तर प्रदेश, भारत@siddharthN.",Android
toknell,2020-07-11 09:26:26+00:00,,iPad
CustomsMv,2020-07-11 09:26:27+00:00,Male' Maldives,Mobile device
SumitDNS,2020-07-11 09:26:27+00:00,London,iPhone
thandoratimes,2020-07-11 09:26:27+00:00,"Chennai, India",Mobile device
KaranKathiriya3,2020-07-11 09:26:28+00:00,,Android
Samatha_Mathew,2020-07-11 09:26:29+00:00,"New Delhi, India",Mobile device
a_samnaveen,2020-07-11 09:26:29+00:00,"Coimbatore, India",Android
MiepBos,2020-07-11 09:26:30+00:00,Lelystad,iPhone
ADARSHD98410019,2020-07-11 09:26:30+00:00,,Android
aziz_rashed,2020-07-11 09:26:31+00:00,"Comilla, Bangladesh",Android
DGBJPN,2020-07-11 09:26:31+00:00,,iPhone
BoehmeMarcus,2020-07-11 09:26:31+00:00,,Android
DKluczna,2020-07-11 09:26:32+00:00,,Android
tworldreviews,2020-07-11 09:26:32+00:00,,Mobile device
VipulDesigns,2020-07-11 09:26:32+00:00,,-
hemantkumarAk,2020-07-11 09:26:32+00:00,New Delhi,Android
TalktoBeverley,2020-07-11 09:26:33+00:00,"Whitley Bay, England",Mobile device
joemonkishor,2020-07-11 09:26:33+00:00,"Cochin, India",Android
johnpringdns,2020-07-11 09:26:33+00:00,"London, England",Android
CarlMar20806529,2020-07-11 09:26:34+00:00,,iPhone
davmirzakhanyan,2020-07-11 09:26:34+00:00,"The Hague, The Netherlands",Android
Santhu5866,2020-07-11 09:26:34+00:00,,Android
pritimoli702,2020-07-11 09:26:34+00:00,"Las Vegas, Nevada",Mobile device
DoodleSwamp,2020-07-11 09:26:34+00:00,,Mobile device
PhoenixEyeFist,2020-07-11 09:26:34+00:00,جنّة‎,Mobile device
progtwit,2020-07-11 09:26:35+00:00,New Zealand,iPad
Debbideedoodah,2020-07-11 09:26:35+00:00,,Android
LockScarHeart,2020-07-11 09:26:35+00:00,Philippines,Mobile device
TracyGa20473477,2020-07-11 09:26:36+00:00,"East Kilbride , UK",iPhone
gredelstein,2020-07-11 09:26:36+00:00,Worldwide ,iPhone
harish504,2020-07-11 09:26:36+00:00,bangalore,Android
Baileyphoto1,2020-07-11 09:26:36+00:00,where we park it,Android
Covid19Stat,2020-07-11 09:26:36+00:00,,-
whywouldyou_uk,2020-07-11 09:26:37+00:00,,Mobile device
RohaneetB,2020-07-11 09:26:38+00:00,,Android
UVISAN1,2020-07-11 09:26:38+00:00,Manchester,-
Debbideedoodah,2020-07-11 09:26:39+00:00,,Android
mohitsmartlove,2020-07-11 09:26:41+00:00,"Goa, India",Android
managehealthuk,2020-07-11 09:26:42+00:00,Oxford UK,-
job83_nsci,2020-07-11 09:26:42+00:00,Stockholm,Mobile device
ScionAi,2020-07-11 09:26:42+00:00,"Mars Accepts cash, smartphone any kind of donation scionstill@yahoo.com",Mobile device
pizzagirlAnnie,2020-07-11 09:26:43+00:00,"Seattle, WA",iPhone
njervis67,2020-07-11 09:26:43+00:00,,Mobile device
docdai,2020-07-11 09:26:44+00:00,Merthyr Tydfil,Android
tinaiinia,2020-07-11 09:26:46+00:00,,Android
magdalenep927,2020-07-11 09:26:46+00:00,,iPhone
MyHEALTHKKM,2020-07-11 09:26:46+00:00,"Putrajaya, Wilayah Persekutuan",Android
RobYeldham,2020-07-11 09:26:47+00:00,London,iPhone
publiczacha,2020-07-11 09:26:47+00:00,Sydney,iPhone
sarveshnagar31,2020-07-11 09:26:47+00:00,"New Delhi, India",Android
J_Baker_69,2020-07-11 09:26:47+00:00,,iPhone
jpr1312,2020-07-11 09:26:47+00:00,,iPad
Bittu_Pal1981,2020-07-11 09:26:47+00:00,Qatar,iPhone
EdCollins7,2020-07-11 09:26:47+00:00,Glasgow,Android
luckytan6886,2020-07-11 09:26:47+00:00,"Nuzvid, Andhra Pradesh",Mobile device
Priyaankah,2020-07-11 09:26:48+00:00,,Android
ilovepinas1,2020-07-11 09:26:48+00:00,,Android
stsy2019,2020-07-11 09:26:49+00:00,,Android
Sarablom6,2020-07-11 09:26:49+00:00,,Mobile device
UNBSug,2020-07-11 09:26:50+00:00,"Bweyogerere, Uganda",Android
RoryBurnside,2020-07-11 09:26:51+00:00,Melbourne but I tour worldwide,iPhone
tmn_nagaraj,2020-07-11 09:26:52+00:00,,Android
christi58427086,2020-07-11 09:26:53+00:00,,Android
YasirMirza7700,2020-07-11 09:26:54+00:00,"لاہور, پاکستان",Android
MhzKhenny,2020-07-11 09:26:54+00:00,,Android
Mohamme05371736,2020-07-11 09:26:54+00:00,"Kamareddy, India",Android
leslieknope02,2020-07-11 09:26:55+00:00,"dunder mifflin scranton,PA",Android
melancholerical,2020-07-11 09:26:56+00:00,,Android
Chania4486,2020-07-11 09:26:57+00:00,,iPhone
TonyZorbaQuinn,2020-07-11 09:26:57+00:00,Heid in the clouds,iPad
ckmkb_7,2020-07-11 09:26:57+00:00,China ki maa ka bos*****,Mobile device
dakotafred59,2020-07-11 09:26:57+00:00,,iPhone
alwaysejami,2020-07-11 09:26:58+00:00,"Melbourne, Australia",iPhone
rishabhsaxena12,2020-07-11 09:26:59+00:00,"New Delhi, India",Mobile device
cathalkeogh,2020-07-11 09:26:59+00:00,"Kildare Town, Ireland",iPhone
RadarBox24,2020-07-11 09:26:59+00:00,"Tampa, FL - United States",-
macementer,2020-07-11 09:27:00+00:00,Bristol | London ,Mobile device
HopeRestoration,2020-07-11 09:27:00+00:00,"Johannesburg, South Africa",Mobile device
Bearflat,2020-07-11 09:27:00+00:00,Bath UK,Android
TheJusticeDesk,2020-07-11 09:27:01+00:00,"Cape Town, South Africa",Android
Bassbluff,2020-07-11 09:27:01+00:00,,Android
DanDassow,2020-07-11 09:27:02+00:00,,Mobile device
sethrigon,2020-07-11 09:27:02+00:00,,iPhone
eyupersoy,2020-07-11 09:27:02+00:00,,Android
Pandemic_000,2020-07-11 09:27:03+00:00,Siberia,Android
Radio420zw,2020-07-11 09:27:03+00:00,"Harare, Zimbabwe",-
LakSMani,2020-07-11 09:27:03+00:00,"Monrovia, Liberia",iPhone
Jasmine79480050,2020-07-11 09:27:04+00:00,,iPhone
atlanticpostng,2020-07-11 09:27:04+00:00,Nigeria,Android
wible1,2020-07-11 09:27:04+00:00,"Wales, United Kingdom",Mobile device
Abhinavsinhal,2020-07-11 09:27:04+00:00,"New Delhi, India",Android
Goa403709India,2020-07-11 09:27:05+00:00,,Android
meetsenbaga,2020-07-11 09:27:05+00:00,"Hyderabad, India",Android
karollesinger,2020-07-11 09:27:06+00:00,"Nairobi, Kenya",Android
Swashtolu,2020-07-11 09:27:06+00:00,,Mobile device
FOREXEAASSARV10,2020-07-11 09:27:06+00:00,"California, USA",-
john_mcateer,2020-07-11 09:27:06+00:00,"Edinburgh, Scotland",Mobile device
JonBownePolitix,2020-07-11 09:27:07+00:00,"Austin, TX",Mobile device
Leftyjones5,2020-07-11 09:27:07+00:00,,Mobile device
7815PWK,2020-07-11 09:27:07+00:00,,iPhone
mayurkamble9,2020-07-11 09:27:07+00:00,Sant Rohidas Bhavan Dadar East,Android
frogleg58,2020-07-11 09:27:07+00:00,,Mobile device
OAadhunik,2020-07-11 09:27:09+00:00,,Android
khyuum,2020-07-11 09:27:09+00:00,,Android
aziazone,2020-07-11 09:27:11+00:00,Melbourne,iPhone
Giveawaykingwin,2020-07-11 09:27:11+00:00,Nigeria ,Android
RogerPa37808888,2020-07-11 09:27:12+00:00,,Mobile device
KaziSwornim,2020-07-11 09:27:12+00:00,"Bhaktapur, Nepal",Android
_PeterIdowu,2020-07-11 09:27:13+00:00,"Butterworth, South Africa",Android
USEmbassyNepal,2020-07-11 09:27:13+00:00,"Kathmandu, Nepal",Mobile device
walidezz7,2020-07-11 09:27:13+00:00,"Qena, Egypt",Android
karollesinger,2020-07-11 09:27:14+00:00,"Nairobi, Kenya",Android
karollesinger,2020-07-11 09:27:14+00:00,"Nairobi, Kenya",Android
not_wilf,2020-07-11 09:27:14+00:00,"England, United Kingdom",iPhone
HFoxhallForbes,2020-07-11 09:27:14+00:00,Durham,iPad
VickyG15734004,2020-07-11 09:27:14+00:00,,Android
hairyscotsman2,2020-07-11 09:27:14+00:00,,Mobile device
imkousy,2020-07-11 09:27:14+00:00,Self Isolated AREA,iPhone
AfzalKhan_INC,2020-07-11 09:27:15+00:00,"Gujarat, India",Android
groonoonba,2020-07-11 09:27:16+00:00,,Mobile device
whatnowau,2020-07-11 09:27:16+00:00,AU 🇦🇺,iPhone
rockymaporak,2020-07-11 09:27:16+00:00,,iPad
EunJin_Choi,2020-07-11 09:27:16+00:00,South Korea,Android
Tasnia_dia,2020-07-11 09:27:16+00:00,"Dhaka, Bangladesh",Mobile device
MyHEALTHKKM,2020-07-11 09:27:16+00:00,"Putrajaya, Wilayah Persekutuan",Android
cybersoldierjk,2020-07-11 09:27:17+00:00,"Jammu, Jammu And Kashmir",iPhone
thlght,2020-07-11 09:27:18+00:00,13.04.2015,Mobile device
WhattaWaffleIN,2020-07-11 09:27:18+00:00,India,-
GodwinKan,2020-07-11 09:27:18+00:00,,Mobile device
LarryWThomas1,2020-07-11 09:27:18+00:00,,iPad
nrajyasnk1994,2020-07-11 09:27:19+00:00,"Jamui, India",Android
MorpheusBeing,2020-07-11 09:27:19+00:00,Gaia.,Android
Concealcarrygrl,2020-07-11 09:27:19+00:00,Charlotte,Mobile device
LouieTheRed1,2020-07-11 09:27:19+00:00,,Mobile device
raizarknkdrama,2020-07-11 09:27:20+00:00,,iPhone
telaio,2020-07-11 09:27:20+00:00,Grottangeles/Rome italy,Android
jjprague,2020-07-11 09:27:20+00:00,"Prague, Czech Republic",Mobile device
theeaglecanfly,2020-07-11 09:27:20+00:00,United Kingdom,Mobile device
themayrose,2020-07-11 09:27:21+00:00,,Mobile device
andygaya,2020-07-11 09:27:21+00:00,London,iPhone
JimmyCatHike,2020-07-11 09:27:22+00:00,Earth,iPhone
NoirChick,2020-07-11 09:27:23+00:00,Scotland,iPhone
Covid19Numbers,2020-07-11 09:27:23+00:00,,Android
Nandlal80753719,2020-07-11 09:27:24+00:00,"Dubai, United Arab Emirates",Android
MargaretHollin1,2020-07-11 09:27:24+00:00,"Wurundjeri Land, Australia",Android
tomcharls,2020-07-11 09:27:25+00:00,,iPhone
namitajoshi20,2020-07-11 09:27:25+00:00,"Navi Mumbai, India",iPhone
GrumpyKatKat801,2020-07-11 09:27:25+00:00,Sunnyvale Trailer Park,Mobile device
totocentre,2020-07-11 09:27:25+00:00,"Lamu, Kenya",Android
ActivistBowen2,2020-07-11 09:27:25+00:00,Hong Kong,Mobile device
addusalamtams,2020-07-11 09:27:27+00:00,Ateneo de Davao University,Mobile device
StarterPat,2020-07-11 09:27:27+00:00,,iPad
WalleyRay,2020-07-11 09:27:27+00:00,"Dublin City, Ireland",iPhone
LukaszKort,2020-07-11 09:27:28+00:00,,Mobile device
meetsenbaga,2020-07-11 09:27:29+00:00,"Hyderabad, India",Android
DrKathyReyes,2020-07-11 09:27:29+00:00,,Mobile device
raizarknkdrama,2020-07-11 09:27:29+00:00,,iPhone
Aadhan_Hindi,2020-07-11 09:27:29+00:00,,Android
mags0611,2020-07-11 09:27:30+00:00,,Android
GowdruRaji,2020-07-11 09:27:31+00:00,,Android
Anonymoussays01,2020-07-11 09:27:31+00:00,,Android
IainLintonSNP,2020-07-11 09:27:32+00:00,,iPhone
wireless_step,2020-07-11 09:27:32+00:00,,-
HelenLDeakin,2020-07-11 09:27:32+00:00,"Birmingham, England",Android
kilmanybirder,2020-07-11 09:27:32+00:00,"Kilmany, Fife, Scotland",iPad
raizarknkdrama,2020-07-11 09:27:33+00:00,,iPhone
RanchiPIB,2020-07-11 09:27:34+00:00,"Ranchi, Jharkhand, India",Android
PiyushT42038153,2020-07-11 09:27:34+00:00,,Android
chiblilie,2020-07-11 09:27:34+00:00,"Paris, France EN|FR",Android
ChristianCatMI2,2020-07-11 09:27:34+00:00,,Mobile device
DonaldMBrown79,2020-07-11 09:27:35+00:00,Great Britain,iPhone
Amberdev4real,2020-07-11 09:27:35+00:00,,iPad
MargCoppolino,2020-07-11 09:27:35+00:00,Australia,iPhone
DarinJ78536105,2020-07-11 09:27:35+00:00,,Android
monaleah41,2020-07-11 09:27:35+00:00,Vaal,Android
HelenTurnerMI,2020-07-11 09:27:35+00:00,,iPhone
SumitDNS,2020-07-11 09:27:35+00:00,London,iPhone
TruthfulTrading,2020-07-11 09:27:36+00:00,,Android
NeelTrivedi10,2020-07-11 09:27:37+00:00,"Ahmadabad City, India",Android
Muzzpol,2020-07-11 09:27:37+00:00,Australia 🇦🇺,Android
Vyriathus,2020-07-11 09:27:37+00:00,New Zealand,iPhone
Akhenaphis,2020-07-11 09:27:38+00:00,,iPhone
moss_andrews,2020-07-11 09:27:38+00:00,Australia,iPhone
VEERESHSHASTRI,2020-07-11 09:27:40+00:00,india,Android
butterfieldran1,2020-07-11 09:27:40+00:00,United States,iPhone
Venke_Def,2020-07-11 09:27:41+00:00,India,Android
betjaz,2020-07-11 09:27:42+00:00,,iPad
yvonne_twiggs,2020-07-11 09:27:42+00:00,,Android
PopulusRe,2020-07-11 09:27:42+00:00,,Android
Gary22k,2020-07-11 09:27:43+00:00,"Port Elizabeth, EC, RSA",iPhone
JirakritSrirak1,2020-07-11 09:27:43+00:00,"จ.พิษณุโลก, ประเทศไทย",Android
svelji,2020-07-11 09:27:43+00:00,,iPhone
Dineshmahajans2,2020-07-11 09:27:43+00:00,"उत्तर प्रदेश, भारत@siddharthN.",Android
EuanLivingston,2020-07-11 09:27:44+00:00,Linlithgow,Android
mredwards64,2020-07-11 09:27:45+00:00,Macclesfield,Android
Chn_GauravBJP,2020-07-11 09:27:45+00:00,New Delhi,iPhone
sidraishaque,2020-07-11 09:27:45+00:00,"Karachi, Pakistan",Android
IrishProsperity,2020-07-11 09:27:45+00:00,Ireland/Èire 🇮🇪 #FreeSpeech,iPhone
EssexHRC,2020-07-11 09:27:46+00:00,"Colchester, UK",Mobile device
Dan1763,2020-07-11 09:27:47+00:00,Oxford UK,iPad
aealalawi,2020-07-11 09:27:47+00:00,Bahrain,iPhone
LukaszKort,2020-07-11 09:27:47+00:00,,Mobile device
Berina36095039,2020-07-11 09:27:47+00:00, ,Android
INCFANCLUB007,2020-07-11 09:27:47+00:00,"Varanasi, India",Android
BearsRideBikes,2020-07-11 09:27:47+00:00,,Android
Madison49599870,2020-07-11 09:27:48+00:00,,Mobile device
GrabEmByTheTwit,2020-07-11 09:27:48+00:00,,Android
Nto4luxx,2020-07-11 09:27:48+00:00,Pretoria,Android
loisgrimshaw,2020-07-11 09:27:48+00:00,London,Android
Annekatz12,2020-07-11 09:27:49+00:00,Canada,Android
MorpheusBeing,2020-07-11 09:27:50+00:00,Gaia.,Android
RajMohanSinha,2020-07-11 09:27:51+00:00,"Patna, Bihar, India",Android
Hamilto65236040,2020-07-11 09:27:51+00:00,Irish by generations of birth.,Mobile device
thegenrespanner,2020-07-11 09:27:52+00:00,uk,iPhone
PamelaS47706851,2020-07-11 09:27:52+00:00,,iPhone
HazelHo23745108,2020-07-11 09:27:52+00:00,,Android
GreenPaul58,2020-07-11 09:27:52+00:00,,Android
Rampantredlion1,2020-07-11 09:27:52+00:00,,Android
H2OBuildingServ,2020-07-11 09:27:52+00:00,West Yorkshire,iPhone
atk_ashutosh,2020-07-11 09:27:52+00:00,"Azamgarh, India",Android
mscleosilaule,2020-07-11 09:27:52+00:00,"Johannesburg, South Africa",iPhone
LusengeGregoire,2020-07-11 09:27:53+00:00,"BUNIA, RDC",iPhone
DavidWPoole73,2020-07-11 09:27:53+00:00,From the Northern Powerhouse,iPhone
elianereid1,2020-07-11 09:27:53+00:00,Edinburgh,iPhone
canning_billy,2020-07-11 09:27:53+00:00,,Android
DPS2109,2020-07-11 09:27:53+00:00, India,Android
_YoMansAndThem,2020-07-11 09:27:54+00:00,"College Park, GA",iPhone
Drgrog,2020-07-11 09:27:54+00:00,United Kingdom,iPhone
Elissa_Malcohn,2020-07-11 09:27:54+00:00,,Mobile device
djbusolino,2020-07-11 09:27:55+00:00,,Android
LukaszKort,2020-07-11 09:27:55+00:00,,Mobile device
brijmoh36211428,2020-07-11 09:27:56+00:00,,Android
CMUDOH,2020-07-11 09:27:56+00:00,CampDavid..DC..,Android
PrasannaKollur1,2020-07-11 09:27:56+00:00,,Mobile device
Chn_GauravBJP,2020-07-11 09:27:56+00:00,New Delhi,iPhone
Austynzogs,2020-07-11 09:27:56+00:00,Nigeria,Android
MadhavanMukund,2020-07-11 09:27:56+00:00,"Mysore, India",Android
AmandaFBelfast,2020-07-11 09:27:57+00:00,Ireland,Instagram
rhonda_mangus,2020-07-11 09:27:57+00:00,New York,Mobile device
barrytryan,2020-07-11 09:27:57+00:00,,iPhone
Jim1Britt,2020-07-11 09:27:58+00:00,UK,iPhone
CPMumbaiPolice,2020-07-11 09:27:58+00:00,"Mumbai, Maharashtra",Mobile device
COVIDLive,2020-07-11 09:27:59+00:00,,-
jyotsna2964,2020-07-11 09:27:59+00:00,"New Jersey, USA",iPhone
CPMumbaiPolice,2020-07-11 09:27:58+00:00,"Mumbai, Maharashtra",Mobile device
amirex111,2020-07-11 09:27:59+00:00,Germany,Android
yabbietol,2020-07-11 09:28:00+00:00,Southern Regional NSW 🌏,iPad
mci63,2020-07-11 09:28:00+00:00,"California, USA",iPhone
ossaime2,2020-07-11 09:28:00+00:00,"Paris, France 2023. Amen",Android
Chn_GauravBJP,2020-07-11 09:28:01+00:00,New Delhi,iPhone
_Francisco_prz,2020-07-11 09:27:56+00:00,"Scotland, United Kingdom",Android
YarosisNancy,2020-07-11 09:28:01+00:00,"North Carolina, USA",Android
tag6311,2020-07-11 09:28:01+00:00,,iPhone
jjganesh008,2020-07-11 09:27:57+00:00,"kundrathur,Chennai",iPhone
fudpucker_elmer,2020-07-11 09:28:02+00:00,United States,iPad
johnamuir,2020-07-11 09:28:02+00:00,"Nowra, Australia",Mobile device
MikeGapes,2020-07-11 09:28:03+00:00,"Ilford, Essex, UK",iPhone
hasanahmed720,2020-07-11 09:28:03+00:00,,Android
seaburyrose,2020-07-11 09:28:03+00:00,TinCanBay,iPad
Dineshmahajans2,2020-07-11 09:28:03+00:00,"उत्तर प्रदेश, भारत@siddharthN.",Android
jkluvss,2020-07-11 09:28:03+00:00,aroace. s/h,Android
chris_tibbs,2020-07-11 09:28:03+00:00,"Exeter, UK",iPhone
OskariRovamo,2020-07-11 09:28:04+00:00,,iPhone
shreyasmahajan1,2020-07-11 09:28:04+00:00,"Pune, Maharashtra,India",Android
bedigitalgenius,2020-07-11 09:28:04+00:00,India,Mobile device
Rathod63633574,2020-07-11 09:28:05+00:00,"Mumbai, India",iPhone
NationFirst81,2020-07-11 09:28:05+00:00,Whole Nation,Android
casekaem,2020-07-11 09:28:05+00:00,"Maine, USA",Android
KarJonLesOFC,2020-07-11 09:28:05+00:00,Republic of the Philippines,iPhone
BulBulBhattach6,2020-07-11 09:28:05+00:00,,Android
CharlottaCampan,2020-07-11 09:28:06+00:00,"London, U.K.",iPhone
noas2634,2020-07-11 09:28:06+00:00,,iPhone
News_Break254,2020-07-11 09:28:06+00:00,,Android
francineacelar,2020-07-11 09:28:07+00:00,Bangkok,Android
mao77mm,2020-07-11 09:28:07+00:00,,Android
amirulfaris98_,2020-07-11 09:28:07+00:00,"Selangor, Malaysia",iPhone
mpk1997,2020-07-11 09:28:07+00:00,Thrissur,iPhone
TalktoBeverley,2020-07-11 09:28:07+00:00,"Whitley Bay, England",Mobile device
tynewrc,2020-07-11 09:28:07+00:00,"Newcastle Upon Tyne, England",Mobile device
BSkylstad,2020-07-11 09:28:08+00:00,"Cookeville, TN",iPhone
akkaufman,2020-07-11 09:28:09+00:00,"Sequim, WA",iPhone
amirulfaris98_,2020-07-11 09:28:09+00:00,"Selangor, Malaysia",iPhone
frazor2,2020-07-11 09:28:10+00:00,,iPhone
BulBulBhattach6,2020-07-11 09:28:10+00:00,,Android
jurylady5,2020-07-11 09:28:10+00:00,Southern hemisphere,Mobile device
metmgmt22,2020-07-11 09:28:11+00:00,"Washington, DC",iPhone
